,word,log_odds_ratio
269,monday,-0.09299372639392595
270,sexually,-0.4166247656061094
271,oral,-0.014939146095929704
272,observed,-0.22807256452795693
273,group,-0.12104767286033771
274,chicago,0.06710485125340397
275,com,-0.14944745205570586
276,wanted,-0.16491413442137173
277,endometrial,-0.28987721971125735
278,everyone,-0.1607959664208931
279,differently,-0.192920053840782
280,increasing,-0.2277991061783436
281,sure,-0.15389982853963577
282,chance,-0.24046829116019117
283,vary,-0.06663490848119304
284,anything,-0.3499240176454949
285,tissue,0.07881827529360624
286,vitro,0.34781143682243887
287,potentially,-0.07005219243058308
288,uterus,0.11278484683318592
289,dr,-0.2374094710603986
290,implant,0.11365148772468044
291,tell,-0.35007957505746234
292,provider,-0.7972364221181002
293,thus,0.04982585269508784
294,recommended,-0.3582890839547616
295,news,0.03939668252452843
296,emphasized,-0.632706322189772
297,community,-0.20162347864903513
298,risks,-0.31370652535256915
299,account,-0.2747690705504597
300,couples,0.33500449321653036
301,doctor,-0.020455372104709185
302,struggling,-0.01445018129556056
303,thanks,0.3375240862003821
304,boy,-0.19240137673536567
305,could,-0.06762206724335523
306,candidates,-0.20729030803210843
307,previous,-0.2657493228987098
308,suffered,-0.11366599335669239
309,result,-0.05722881406802105
310,breakthrough,-0.01068926877911133
311,welcomed,-0.33075327733261206
312,helps,-0.1469043848834071
313,perfect,-0.0456521432025107
314,lucky,0.25971202140941585
315,uses,0.11566716247533274
316,pushing,-0.01445018129556056
317,tim,-0.10114216714211134
318,added,-0.25985390068529
319,old,-0.04756503928830798
320,pregnancy,-0.2587116074898057
321,mother,0.01843885908035212
322,successful,0.08265659030678765
323,love,-0.11364329565311597
324,hard,-0.140273928991147
325,process,0.04291217757581064
326,abc,0.5419233758836864
327,couple,-0.12962783477430562
328,month,-0.20408256906098005
329,morning,0.03990537383505868
330,egg,0.0856660924616948
331,procedure,0.02909596392282309
332,baby,-0.07610491520641843
333,personalized,0.04426378493721116
334,many,-0.3332587251289196
335,technique,0.11819373418553097
336,sought,0.08872710056739143
337,met,0.10035955045972493
338,attempt,0.07680902829769379
339,dna,-0.06790023563793578
340,learned,-0.055770922541109234
341,forward,0.15380226554059886
342,pregnant,-0.16903953187781057
343,america,-0.05108814096560167
344,implantation,0.2379491251150905
345,via,0.008273469675146194
346,medicine,-0.21898194583600647
347,another,-0.21128903946803632
348,children,-0.12216918496218021
349,thing,-0.23039135257824145
350,fertility,0.11321649944779506
351,failed,-0.05551798405676491
352,using,0.011977274957842711
353,frustrating,-0.33075327733261206
354,spectrum,0.11343357420297516
355,literally,-0.066019799989654
356,trying,-0.04659864723480081
357,prime,-0.26812027960014195
358,institute,-0.15262012988525075
359,think,-0.17229176477228536
360,something,-0.18861704576878638
361,important,-0.21860318957434177
362,staying,0.11257025936569053
363,three,-0.14232638511041792
364,knew,-0.12779281795505673
365,getting,-0.23838755691027327
366,average,-0.1893698487132748
367,nine,-0.11530720639768652
368,examining,-0.192920053840782
369,fertilization,-0.2890009279866233
370,human,-0.06493823497451766
371,adding,-0.24420668397426917
372,ready,-0.28025818447017437
373,ideal,0.06097141168984098
374,go,-0.07538313294435672
375,offering,0.019114436076642708
376,learn,-0.09625516515434136
377,according,-0.06567588957323789
378,emotional,-0.05003557414522862
379,medical,-0.21186452870975542
380,offers,-0.30561604125557823
381,say,-0.11037407614089095
382,per,-0.15861173821787547
383,never,-0.18483993294997528
384,devastating,-0.25470680696352976
385,miscarriage,0.16986024138263367
386,reproduction,0.4145439203004607
387,days,-0.03180153867791075
388,beautiful,0.33500449321653036
389,infertility,0.03181918552641428
390,good,-0.14877891290918302
391,previously,-0.3082144996701536
392,director,-0.20642393756548905
393,described,-0.02664939427180678
394,working,-0.03385974873373279
395,exciting,0.010873920314682548
396,care,-0.21565160073086462
397,cycle,0.04453637409386313
398,figure,-0.11535210257380714
399,health,-0.26896129426199766
400,specifically,-0.18565393173351394
401,months,-0.09280108923194082
402,person,-0.08402199065595767
403,sight,0.1115095215783448
404,specialist,-0.25450790194471284
405,still,-0.3616974122310631
406,sample,-0.07610491520641843
407,look,-0.20503764182621015
408,recurrent,0.11193139545015116
409,genes,-0.07631460539602174
410,falling,0.41626738976156924
411,away,-0.01843897886343857
412,building,-0.1188799962391471
413,severity,-0.03666690967194976
414,consultant,-0.05674483620193197
415,clearance,-0.2270078933913705
416,index,-0.024613054305910716
417,limited,-0.1516919368478778
418,johnson,0.038994667201976654
419,painful,-0.014939146095929704
420,expand,-0.041140580281724445
421,closed,0.02397001725155756
422,data,-0.234742845887478
423,trial,-0.12789568928483802
424,arthritis,0.15342106271443734
425,treated,-0.1119896470070627
426,form,-0.07582111724035806
427,patent,0.1918322679787564
428,mike,0.1578369151913536
429,label,-0.25334587545492915
430,july,-0.21984433907954487
431,file,0.5121988345955402
432,lesions,0.4245186658770484
433,california,-0.3724209972853543
434,compared,-0.20075296170247126
435,top,-0.19684648064630061
436,plaques,0.13542360658989416
437,rapid,-0.16105200544229747
438,following,0.005188576401915672
439,skin,-0.09348611038937099
440,option,-0.26891077971036426
441,adults,-0.2394068368803866
442,cells,0.046377721487947096
443,plaque,0.15173191319623663
444,cancer,-0.04267612244763813
445,red,-0.010458970914574355
446,double,-0.13782675896039867
447,measured,-0.03092725148006012
448,view,-0.14703004684160048
449,better,-0.14558493878673368
450,clinical,-0.21384598360340473
451,briefing,0.41569119025309825
452,americans,-0.24929431677255312
453,inflamed,0.28946071701814996
454,chronic,0.14097763963935683
455,expected,-0.17037308723347097
456,global,0.006080689818888517
457,share,-0.2681829384194799
458,moderate,-0.0754099569908624
459,irvine,-0.19137247894722972
460,resulting,-0.0004875605136307152
461,selling,-0.21153423130805232
462,quicker,0.4174249587289875
463,blood,-0.03576545283410994
464,impact,-0.12512593827216853
465,ag,0.11235649144785868
466,tested,-0.10564706450797827
467,causes,-0.10346644225998775
468,improvement,-0.1291290673566355
469,release,0.5123000720967122
470,photo,0.06839685602584594
471,demonstrated,0.34171708443319754
472,media,-0.0075531378904458496
473,live,-0.03945218916833221
474,achieve,-0.2095710561559616
475,among,-0.20990465869139854
476,u,-0.10935331505636041
477,reducing,-0.07200266142050149
478,severe,0.01276892216958373
479,listed,-0.3689018005152286
480,remains,-0.3132803810172269
481,j,-0.043785380569101785
482,shown,-0.12323895173040557
483,wrote,-0.2373534041935572
484,rival,0.05999792967528537
485,therapy,-0.12431544218323179
486,itchy,0.04399451513337451
487,alternative,0.0770800319118217
488,weeks,-0.14400850275720248
489,novartis,-0.16105200544229747
490,launched,0.07066652327406028
491,want,-0.22600470938751407
492,n,-0.14956808564510615
493,doctors,-0.08523671655486688
494,substance,-0.06694678963061322
495,linked,-0.08035285055002463
496,presented,0.13797711372669036
497,reasons,-0.4086161407203001
498,minn,-0.26812027960014195
499,current,-0.0871526535150536
500,happy,0.014118600291563128
501,peer,-0.12962783477430562
502,preliminary,-0.12117184999538516
503,offer,-0.13515562293209554
504,internal,-0.31935265408231617
505,conditions,-0.10544416751942455
506,hopeful,-0.14365447787739288
507,suffering,0.028879924033257523
508,team,-0.005417190333707188
509,blocks,-0.014545396496884001
510,especially,-0.25336825700919186
511,urinary,0.21114250945467047
512,aromatase,-0.014356204670914313
513,groups,-0.15884866082608637
514,activities,-0.1216539128050162
515,reliable,-0.13572527527847084
516,espa,0.03911492000597775
517,return,0.06450178999260438
518,week,-0.08152078438742956
519,decline,-0.07593141230821587
520,sweating,0.04399451513337451
521,reinberg,-0.8071069636248464
522,willing,-0.18242178130097353
523,meetings,-0.10943756508789036
524,patient,-0.10268425659284587
525,replacement,0.18692583383716121
526,taking,-0.24363654299160226
527,relationship,-0.008871762619641014
528,example,-0.29060475954988635
529,sleep,-0.21801389483720449
530,clinic,-0.1699752231636203
531,journal,-0.18380065794554895
532,covers,-0.5710022801257166
533,noted,-0.16063090253832468
534,experienced,-0.18255860414293698
535,curing,-0.4040241676676859
536,oncology,-0.1617053597687139
537,reduce,-0.06566425251602924
538,mental,-0.27172581011349506
539,mild,-0.10057939074885536
540,telling,-0.17459459703979294
541,mouth,-0.16946569623398242
542,changing,-0.18427871542225385
543,endocrine,-0.5448371157074492
544,ol,0.03911492000597775
545,steven,-0.7133821546773186
546,breast,-0.06133233001732035
547,decreased,-0.08551241951758978
548,short,-0.24149879841610333
549,indicate,-0.08987672710672537
550,symposium,0.3058288785457499
551,least,-0.1468153918996461
552,caused,-0.06691256761555248
553,generally,-0.2315685924786305
554,low,-0.08817929664452352
555,en,0.02788533687735306
556,metabolism,-0.18242178130097353
557,overall,-0.21364606063694275
558,instead,-0.1550316388406641
559,left,-0.1632068063428451
560,antonio,-0.15373700305629662
561,scheduled,-0.21748394421390627
562,prescribe,-0.35326961375257665
563,forget,-0.0661725079459299
564,recalled,0.11235649144785868
565,surgery,-0.034539146030280944
566,six,-0.12574729068295304
567,episodes,-0.0901690841603368
568,vital,-0.17028129408407366
569,placebo,-0.20204283051572958
570,induce,-0.4668934939875728
571,effect,-0.23939456641134077
572,thank,-0.3636119798921444
573,survivors,-0.21153423130805232
574,cautioned,-0.29326650437460133
575,tamoxifen,-0.15373700305629662
576,estrogen,-0.2384265551307172
577,reported,-0.140574439832439
578,mayo,-0.24152652987270049
579,reporter,-0.3376401423124885
580,advance,-0.08987672710672537
581,able,0.12744764041641973
582,reviewed,-0.13842416215306202
583,followed,-0.21927485183178722
584,quality,-0.08400219526041795
585,flashes,-0.09570726484778765
586,rochester,-0.09855462485889281
587,levels,0.0554699907216681
588,interfere,-0.02228933072967742
589,aspects,-0.09456239121929741
590,rather,-0.07575042858914452
591,dec,0.15173191319623663
592,appeared,-0.1993735476314632
593,decrease,-0.05476399811731198
594,older,-0.09522561083748224
595,treat,-0.19261938900860665
596,almost,-0.20754450978583358
597,consideration,-0.2890009279866233
598,less,-0.2045571292897289
599,assistant,-0.12576573940807287
600,publication,-0.14365447787739288
601,considered,-0.21060202425979374
602,insurance,-0.23252655800804353
603,thirds,-0.10599326445347373
604,trouble,-0.1857388292032545
605,suggests,-0.11101270648302175
606,supply,-0.058385822871864605
607,inhibitor,-0.02228933072967742
608,san,-0.3513649200987222
609,existing,0.08533237023537307
610,advantage,-0.04061785090826406
611,menopause,-0.0076868286662910065
612,hot,0.024432072671610485
613,doses,-0.3275831495041135
614,stop,-0.1687920203141819
615,incontinence,0.17107045768063045
616,called,-0.07875225911557235
617,medication,-0.038580871062508064
618,raise,-0.13782675896039867
619,assigned,-0.49085387588752105
620,improve,0.024637015081427786
621,twice,-0.11644553215569754
622,diarrhea,0.03249003476378029
623,issues,-0.2895940378902308
624,debilitating,0.21482627156093692
625,social,0.10713316548753497
626,alive,-0.30603993709774774
627,fewer,-0.15250286376598232
628,friday,-0.06694678963061322
629,chemotherapy,0.0509947926048519
630,increased,-0.10968398097709424
631,dry,-0.12556182779395283
632,class,0.03477558215656469
633,well,-0.10726143955314567
634,either,-0.27885701671278973
635,information,-0.02960723101048273
636,involved,-0.35819277846677283
637,eyes,0.10310459700858696
638,constipation,-0.1549261674761707
639,early,-0.03997400041147838
640,often,-0.14074368583454894
641,game,0.058047844330476876
642,five,-0.17044365694847866
643,available,-0.18755952773614823
644,dose,-0.20398785490327814
645,texas,-0.22150601800417938
646,professor,-0.17328419500747683
647,researcher,-0.12289459426459454
648,advised,-0.13572527527847084
649,temperature,0.08872710056739143
650,makes,-0.1543834203369289
651,randomly,-0.5304573484819349
652,confusion,-0.33287736291597586
653,healthday,0.0010293398751999826
654,menopausal,-0.11280784391704511
655,national,-0.16916812744644533
656,included,-0.07201905873988337
657,calling,-0.23503837739990757
658,really,-0.21968268785984862
659,author,-0.14436777419089827
660,signal,-0.23503837739990757
661,heads,-0.5656626579451093
662,epidemiologist,-0.35254579247959805
663,name,-0.11644974530683129
664,contact,0.06981343028221632
665,association,-0.19328271048213994
666,entirely,-0.47414916796617096
667,published,-0.2090897345374669
668,unclear,-0.28025818447017437
669,coronary,0.021065377477913403
670,roger,-0.11198465371030787
671,conversations,0.04399451513337451
672,turns,-0.29434269443981687
673,school,-0.24206972168111535
674,committee,-0.3861864927598367
675,stroke,-0.13126796343917457
676,muscle,0.05522817354862655
677,small,-0.10335606057567498
678,pick,0.0015775334523182231
679,best,-0.16788349254467827
680,message,-0.6196685217201001
681,back,-0.1308630531710856
682,benefits,-0.3240712995955128
683,center,-0.18639994295907414
684,paper,-0.1295022932952546
685,says,-0.16466586082998833
686,trigger,-0.32685858253476874
687,attention,-0.27799234837947234
688,prescribed,-0.038878884185873056
689,require,-0.14147898701631098
690,size,-0.027325619568398206
691,mid,0.04982585269508784
692,give,-0.2197857616633309
693,sophisticated,0.0818194554084664
694,safe,-0.33975045653809166
695,cardiologist,-0.1085676623251334
696,adverse,-0.4204561190313203
697,reasonable,-0.1944932828545994
698,november,-0.05465988535629453
699,getty,-0.06790023563793578
700,notion,-0.7972364221181002
701,smart,-0.032638046580324
702,statin,0.006080689818888517
703,analysis,-0.10425540942209849
704,lower,-0.1469867497136214
705,even,-0.13571655923232637
706,single,-0.22350446828936246
707,recommendations,-0.32554313759960196
708,heart,-0.147706528291694
709,factors,-0.12008950576158887
710,others,-0.234189637716759
711,compare,-0.06757941098341189
712,hopkins,-0.012058383386152238
713,hold,-0.23673391838464863
714,identified,-0.06232957733835501
715,reverse,-0.24711301778498798
716,deposits,-0.06586779657397382
717,medicines,-0.24191639746884444
718,american,-0.20620293380421728
719,statins,-0.28512306115322
720,yet,-0.1816775857762676
721,scott,-0.32129995559801866
722,pain,0.02676085260230135
723,yale,-0.5153511529971166
724,events,-0.17153664044301306
725,suggested,-0.11191866574042232
726,elderly,0.007335077237810637
727,approach,-0.02692356924761398
728,kind,-0.11667449609597286
729,value,-0.18427871542225385
730,assessment,0.1130002585987628
731,came,-0.24922043922571296
732,cardiology,-0.21370744666164998
733,scan,0.09494042014515196
734,inexpensive,-0.08704641404551129
735,johns,-0.02664939427180678
736,internist,-0.03584842498652566
737,arteries,0.08246097188076768
738,physician,-0.08666247832693813
739,fit,-0.7019531773061056
740,worry,-0.24855647721593999
741,clinician,-0.13368741050259395
742,reviewing,-0.4166247656061094
743,notes,-0.2797369213966658
744,agree,-0.3948170581633157
745,goes,-0.18186197450455202
746,screening,-0.009794190141288371
747,lot,-0.17087394952391677
748,urge,-0.5219737762471042
749,co,-0.08687329813575256
750,toggle,-0.34762387450801396
751,daily,-0.26528037974929375
752,analyzed,-0.041602554333886835
753,talk,-0.164042235537435
754,lipitor,-0.2270078933913705
755,gray,-0.08704641404551129
756,physicians,-0.24677421529879856
757,science,-0.1599323431298716
758,npr,-0.214472020557602
759,concludes,-0.4668934939875728
760,routinely,-0.10212508612953763
761,latest,-0.16947637253736408
762,guidelines,-0.2923004549348402
763,southwestern,-0.7385224558853285
764,talking,-0.13641855429172997
765,harms,-0.674274777189992
766,useful,0.06176695241413209
767,hand,-0.26586557860073023
768,outweigh,-0.2671505024074619
769,controversial,-0.5738878390934478
770,harder,-0.20729030803210843
771,ct,-0.07878403410730409
772,going,-0.2914157466016069
773,prevention,-0.29893033823209075
774,argues,-0.5448371157074492
775,circumstances,-0.7688465388447328
776,org,-0.06632592536203777
777,calcium,0.16777073603613915
778,benefit,-0.22825099596482476
779,senior,-0.028691768739572097
780,image,-0.07546487795266509
781,caption,-0.22918013331785742
782,diabetes,-0.15109710289143383
783,might,-0.23235846428270568
784,challenge,-0.23451129328528258
785,coming,-0.11054437423072695
786,attack,-0.18227250631842976
787,clear,-0.30258104903371935
788,finds,-0.18186197450455202
789,maybe,0.0002738300733235931
790,starting,-0.3076427577189515
791,enlarge,-0.3485760647049838
792,amount,-0.15296746020854343
793,adequately,-0.2428840708502892
794,urgent,0.34781143682243887
795,weight,-0.15109710289143383
796,mentioned,0.05999792967528537
797,paid,-0.45447062949685485
798,relative,-0.34190571480710724
799,special,-0.1186392529545585
800,actually,-0.13907980620367952
801,perhaps,-0.22058350623958756
802,college,0.009423564270625372
803,spend,-0.271329582873622
804,point,-0.19849631455340727
805,richard,-0.1317838348902389
806,great,-0.04128100647078774
807,anywhere,-0.37265169030458106
808,generic,-0.652178802650775
809,means,-0.31270155869163
810,editorial,-0.42499300846958055
811,chances,-0.0013470548534302049
812,swiss,0.48299645657092666
813,cholesterol,-0.09988200370276566
814,thinking,-0.26235400306313916
815,annals,-0.4354102885051227
816,looks,-0.36210564768291936
817,need,-0.12245137049073222
818,source,-0.4101014805528043
819,william,-0.0059965478857786315
820,healing,-0.12824945645830974
821,tear,0.14074637472122623
822,little,-0.18112369638346767
823,park,-0.1188799962391471
824,minimally,0.26268938006368026
825,standard,-0.19531096526271485
826,large,-0.15971345872197407
827,mozes,-0.1640114934619982
828,food,-0.1725706128230387
829,radiologist,-0.06632592536203777
830,minutes,-0.17049985689063182
831,daniel,-0.23503837739990757
832,uncertainty,-0.33287736291597586
833,safety,-0.3053027797752929
834,surrounding,0.08872710056739143
835,spine,-0.3090439687966937
836,directly,-0.11910791821843557
837,guided,0.11172005805501958
838,accuracy,0.26720339626378725
839,root,0.08872710056739143
840,true,-0.3059607896851
841,north,-0.08304129649219781
842,include,-0.22737244228963624
843,perceived,0.16986024138263367
844,ability,0.053082653007376926
845,material,-0.27745080958662105
846,nevertheless,0.01388107253895133
847,allowing,0.029207271085786267
848,lasting,-0.38580956242961084
849,complete,-0.01784392111256905
850,sometimes,-0.20428166853389643
851,inflammation,-0.04808795917104586
852,report,-0.2394635883279963
853,risky,-0.5963564020699085
854,enable,0.4174249587289875
855,alan,-0.19344158122461227
856,radiology,0.3138567215127658
857,diagnostic,0.06981343028221632
858,relief,0.02059393462237741
859,though,-0.22209684701350804
860,cured,-0.21153423130805232
861,pulse,-0.06632592536203777
862,investigators,-0.2538354017910611
863,meeting,-0.02451214987740632
864,improved,-0.08028268964483133
865,italy,0.12895891570556647
866,high,-0.1955541829740006
867,body,-0.12210349742330336
868,leg,0.09333182903514059
869,full,-0.13227797365229746
870,surgeons,0.018198630126357453
871,cheaper,0.03521969188989402
872,royal,0.38662911801314326
873,recent,-0.3820980765464483
874,read,-0.09711976644459125
875,rounds,-0.2595531367518531
876,fact,-0.043345855983053405
877,cannot,-0.18815029633397373
878,numerous,-0.17028129408407366
879,spinal,-0.10071130188820525
880,line,-0.2179298717808916
881,alone,-0.32968197140457456
882,recovery,-0.15736116520854088
883,caution,-0.4086161407203001
884,energy,0.14250443312548955
885,cost,-0.37410334986705657
886,given,-0.10660799169806158
887,truly,-0.4704906758206494
888,annual,0.12415125773088614
889,eliminate,-0.16105200544229747
890,poor,0.028879924033257523
891,brought,-0.06663490848119304
892,nerves,0.08051959681988707
893,signals,-0.07878403410730409
894,majority,-0.1491556734126276
895,injections,-0.2998935942779333
896,noninvasive,0.014058459442178702
897,without,-0.1607793416957709
898,question,-0.19373405207147862
899,exercise,-0.02286877134893065
900,scans,0.2630872873272876
901,sit,-0.27355379114834916
902,relieve,0.06197705919278462
903,starts,-0.12276919021147963
904,like,-0.13772426199284543
905,self,-0.3590668054568416
906,technology,0.09157869532896411
907,mri,0.20938242578205196
908,largely,-0.1317838348902389
909,trick,-0.632706322189772
910,mark,-0.03092725148006012
911,experimental,-0.12368510326331551
912,underwent,0.06682859818018905
913,sends,-0.03584842498652566
914,academy,0.0509947926048519
915,therapies,-0.05888149080363514
916,promise,-0.08755726581390672
917,options,-0.1721065050244058
918,realize,-0.1343598106338651
919,nov,-0.020093978232335385
920,ultimately,-0.11449128651082877
921,clinicians,-0.5263130764015158
922,whether,-0.2732138625987422
923,removal,-0.09339153995376835
924,claims,-0.41810705725717645
925,similar,-0.30161149507684076
926,contrast,-0.17268738656438243
927,resolution,0.2093485070944131
928,sessions,-0.1982676320063953
929,italian,0.06048074738138145
930,round,-0.4952833772609403
931,interventional,-0.09456239121929741
932,experts,-0.27432903027506894
933,problem,-0.29013492190272683
934,offered,-0.1982676320063953
